"lat","long","num_flight","num_cancl","r_cancl","num_dely","r_dely","avg_dely"
26.17583333,-98.23861111,7931,83,0.01035687546793112,2050,0.25847938469297693,6.019543563232884
28.10275,-80.64580556,4601,72,0.015407661031457309,1335,0.29015431427950444,5.74875027168007
28.42888889,-81.31602778,208983,1955,0.009268126179256464,78435,0.37531760956632837,7.785738552896647
31.25902778,-81.46630556,961,39,0.039,344,0.35796045785639957,11.792924037460978
32.69284944,-83.64921083,1040,51,0.04674610449129239,263,0.2528846153846154,10.654807692307692
33.369955,-81.96449611,4069,170,0.04010379806558151,1610,0.3956746129270091,11.43524207421971
33.45370806,-93.99102,1066,28,0.025594149908592323,254,0.23827392120075047,4.652908067542214
33.66363889,-101.8227778,15732,258,0.016135084427767354,4739,0.3012331553521485,6.576214085939486
34.20061917,-118.3584969,59096,1101,0.01828994800405336,21602,0.36554081494517393,8.485582780560444
34.99147222,-78.88,2943,75,0.02485089463220676,1009,0.34284743459055383,10.080869860686374
35.2193725,-101.7059272,13106,236,0.017688502473392296,3872,0.29543720433389287,6.627575156416908
37.64995889,-97.43304583,19540,709,0.0350140747691244,5629,0.2880757420675537,8.266734902763561
37.85830556,-80.39947222,259,11,0.040740740740740744,101,0.38996138996138996,12.857142857142858
38.03697222,-84.60538889,13025,315,0.02361319340329835,3745,0.2875239923224568,8.603301343570058
38.36666667,-82.55802778,630,11,0.0171606864274571,80,0.12698412698412698,-1.276190476190476
39.29663889,-80.22808333,1,0,0.0,1,1.0,20.0
39.90237583,-84.219375,23492,542,0.022551385537155695,6938,0.2953345819853567,6.576196151881492
40.47798556,-88.91595278,4322,213,0.04696802646085998,1638,0.3789912077741786,16.672836649699214
41.33814944,-75.7242675,4271,115,0.026219790241678066,1265,0.296183563568251,9.25122922032311
42.08202139,-80.17621556,2262,32,0.013949433304272014,559,0.2471264367816092,2.4681697612732094
42.234875,-85.5520575,6029,346,0.05427450980392157,1458,0.2418311494443523,5.9074473378669765
42.49102778,-76.45844444,1296,29,0.02188679245283019,291,0.22453703703703703,0.8881172839506173
42.90835556,-106.4644661,3170,45,0.013996889580093312,930,0.29337539432176657,3.636908517350158
43.56444444,-116.2227778,28531,240,0.008341732995029718,9074,0.3180400266376923,6.500648417510778
44.04532139,-103.0573708,5855,204,0.03366892226440007,1565,0.2672929120409906,4.872587532023911
44.47300361,-73.1503125,9376,231,0.02404496721140835,3712,0.39590443686006827,12.039462457337883
46.26468028,-119.1190292,3726,59,0.01558784676354029,1095,0.2938808373590982,2.2914653784219
46.37449806,-117.0153944,725,0,0.0,149,0.20551724137931035,-0.9048275862068965
48.25937778,-101.2803339,2088,86,0.03955841766329347,386,0.18486590038314177,0.17193486590038315
56.48432583,-132.3698242,1402,50,0.03443526170798898,459,0.3273894436519258,9.746077032810271
59.50336056,-139.6602261,1426,26,0.01790633608815427,385,0.2699859747545582,3.9691444600280503
66.88467694,-162.5985497,1875,106,0.05350832912670368,840,0.448,11.069866666666666
71.2854475,-156.7660019,1542,86,0.052825552825552825,567,0.36770428015564205,8.738651102464331
18.33730556,-64.97336111,5119,69,0.013299922898997688,1659,0.32408673569056456,5.6870482516116425
19.73876583,-156.0456314,13855,98,0.007023579158603885,2917,0.21053771201732227,0.5241429086972212
29.17991667,-81.05805556,6400,93,0.014323117203141845,2468,0.385625,10.42078125
29.95083333,-94.02069444,354,13,0.035422343324250684,110,0.3107344632768362,8.341807909604519
29.98047222,-95.33972222,345328,3855,0.01104005636013208,155301,0.44972026595005327,9.7211926052912
30.20527972,-91.987655,5384,161,0.02903516681695221,1722,0.31983655274888556,8.642459138187222
30.39652778,-84.35033333,5544,115,0.02032161159215409,1964,0.35425685425685427,13.022907647907648
30.40728028,-89.07009278,7049,180,0.024899709503389128,2506,0.3555114200595829,10.844091360476664
31.32133917,-85.44962889,1661,85,0.04868270332187858,681,0.4099939795304034,15.296809151113786
32.11608333,-110.9410278,42868,485,0.011187230410813554,14216,0.3316226555939162,6.6680740878977325
32.33313333,-88.75120556,935,41,0.042008196721311473,409,0.4374331550802139,13.262032085561497
34.18536111,-79.72388889,715,15,0.02054794520547945,258,0.36083916083916084,9.576223776223776
34.72939611,-92.22424556,29754,549,0.018117018117018116,10635,0.35743093365597906,8.624151374605095
35.13845472,-111.6712183,1648,81,0.04684788895315211,360,0.21844660194174756,4.998179611650485
35.21401111,-80.94312583,238075,4357,0.017972049894403378,112073,0.4707466134621443,9.20327627848367
35.23735278,-79.39116944,122,2,0.016129032258064516,57,0.4672131147540984,9.139344262295081
35.33659028,-94.36744111,1745,54,0.03001667593107282,549,0.3146131805157593,7.648137535816619
35.81248722,-83.99285583,17609,589,0.03236619408726234,5250,0.29814299505934466,7.4820262365835655
37.32668528,-79.20043056,1012,15,0.014605647517039922,335,0.3310276679841897,8.764822134387352
38.13863889,-78.45286111,1928,39,0.019827147941026944,418,0.21680497925311204,3.5560165975103732
38.37315083,-81.59318972,5533,231,0.04007633587786259,1529,0.27634194831013914,7.607807699258991
38.50886722,-107.8938333,2857,53,0.018213058419243987,677,0.23696184809240461,3.0038501925096255
39.1224125,-108.5267347,4614,117,0.024730500951173115,1294,0.2804508019072388,5.982878196792371
39.29760528,-94.71390556,112809,1583,0.013838380306315127,39589,0.3509383116595307,7.831431889299613
40.78838778,-111.9777731,224638,2526,0.01111971967389199,87127,0.3878551269153037,6.237546630578976
40.85097222,-96.75925,5549,174,0.030403634457452384,1593,0.2870787529284556,10.628761939088124
