year,lat,long,num_flight,num_cancl,r_cancl,num_dely,r_dely,avg_dely
2006,31.06489778,-97.82779778,5019,183,0.035178777,1463,0.291492329,7.490535963
2006,31.61128833,-97.23051917,2377,81,0.032953621,330,0.138830459,2.055952882
2006,31.80666667,-106.3778056,22265,199,0.008858618,7189,0.322883449,6.419627218
2006,32.35413889,-95.40238611,1684,53,0.030512378,259,0.153800475,3.457244656
2006,32.4466275,-93.82559833,7002,195,0.027094623,2193,0.31319623,8.620536989
2006,32.51086556,-92.03768778,2188,101,0.044124072,746,0.34095064,10.75228519
2006,33.127231,-117.278727,2760,93,0.032597266,1127,0.408333333,6.66884058
2006,33.43416667,-112.0080556,213134,1952,0.00907544,95078,0.446094945,9.319099721
2006,33.81772222,-118.1516111,12814,65,0.005046976,4547,0.354846262,4.473466521
2006,33.98879611,-98.49189333,2308,112,0.046280992,411,0.178076256,3.63084922
2006,34.6404475,-86.77310944,7433,236,0.030773243,2165,0.291268667,7.464146374
2006,36.28186944,-94.30681111,11078,351,0.030711348,4239,0.382650298,13.13612565
2006,36.77619444,-119.7181389,14650,254,0.017042405,4849,0.330989761,7.84996587
2006,37.15151667,-107.7537692,4006,132,0.031899468,1070,0.267099351,6.245132302
2006,37.70097028,-113.098575,352,7,0.019498607,54,0.153409091,-2.176136364
2006,38.17438889,-85.736,18939,226,0.01179233,7862,0.415122235,11.17693648
2006,38.53396333,-106.9331817,1201,44,0.035341365,307,0.255620316,5.176519567
2006,38.80580556,-104.70025,16632,414,0.024287223,5331,0.320526696,7.705928331
2006,39.45758333,-74.57716667,747,18,0.023529412,172,0.230254351,6.239625167
2006,39.71732917,-86.29438417,37228,387,0.010288449,11530,0.309713119,6.08977114
2006,39.84395194,-89.67761861,1632,118,0.067428571,511,0.313112745,16.84497549
2006,40.03925,-88.27805556,3153,138,0.041932543,759,0.240723121,8.559784332
2006,40.19349528,-76.76340361,7662,205,0.026058218,2289,0.298747063,10.42638998
2006,40.65236278,-75.44040167,5032,156,0.030069391,1375,0.273251192,9.42945151
2006,40.82492611,-115.7916964,1699,25,0.01450116,200,0.117716304,-3.482048264
2006,40.97811528,-124.1086189,3522,142,0.038755459,1390,0.394662124,12.1996025
2006,41.88458833,-91.71087222,8487,340,0.038518183,2805,0.330505479,9.622599269
2006,41.93887417,-72.68322833,32319,561,0.017062044,12180,0.376868096,8.234784492
2006,42.19536389,-89.09721111,567,9,0.015625,149,0.262786596,2.802469136
2006,42.3643475,-71.00517917,127691,3359,0.025631438,47649,0.373158641,10.77600614
2006,42.7787,-84.58735806,4712,169,0.034624052,1231,0.261247878,7.652801358
2006,43.11118694,-76.10631056,12151,205,0.01659113,4005,0.329602502,8.526787919
2006,43.13985778,-89.33751361,12547,398,0.030745462,3839,0.305969554,10.0719694
2006,43.50484139,-114.2965903,2940,120,0.039215686,538,0.182993197,-1.457823129
2006,43.60732417,-110.7377389,3659,81,0.021657754,1178,0.321945887,9.159059852
2006,43.87937972,-91.25653778,1626,53,0.031566409,477,0.293357934,7.427429274
2006,44.12326,-123.2186856,6209,101,0.016006339,1973,0.317764535,5.783701079
2006,44.25740806,-88.51947556,4117,231,0.053127875,1274,0.309448628,12.47461744
2006,44.68839917,-111.1176375,261,3,0.011363636,26,0.099616858,-4.249042146
2006,44.77761917,-89.66677944,1165,63,0.051302932,392,0.336480687,18.39914163
2006,45.77690139,-111.1530072,4731,74,0.015400624,1445,0.305432255,5.143944198
2006,48.79275,-122.5375278,395,14,0.034229829,132,0.334177215,3.544303797
2006,56.80165194,-132.9452781,705,21,0.02892562,290,0.411347518,12.36312057
2006,57.74996778,-152.4938553,558,44,0.073089701,244,0.437275986,5.734767025
2006,58.35496194,-134.5762764,4340,110,0.024719101,1839,0.423732719,11.48479263
2006,59.0454125,-158.5033389,212,5,0.023041475,114,0.537735849,13.30188679
2006,60.49183389,-145.4776503,712,14,0.019283747,202,0.283707865,0.400280899
2006,64.8136775,-147.8596694,4823,107,0.021703854,1588,0.32925565,4.958532034
2006,70.19475583,-148.4651608,537,24,0.042780749,224,0.417132216,8.536312849
1998,29.53369444,-98.46977778,37038,440,0.011740221,10847,0.292861386,5.849154922
1998,29.99338889,-90.25802778,49001,982,0.01964668,14777,0.301565274,6.52594845
1998,30.53316083,-91.14963444,4539,140,0.029920923,1811,0.398986561,5.994271866
1998,30.69141667,-88.24283333,4220,77,0.017919479,1686,0.399526066,7.836018957
1998,32.12758333,-81.20213889,5074,59,0.011494253,1829,0.360465116,8.239653134
1998,33.64044444,-84.42694444,250440,4940,0.019343723,139149,0.555618112,9.423822073
1998,33.93884,-81.11953944,5514,102,0.018162393,2503,0.453935437,9.787631483
1998,34.27061111,-77.90255556,2055,64,0.030202926,477,0.232116788,1.199513382
1998,35.04022222,-106.6091944,35959,361,0.009939427,12969,0.360660753,7.913178898
1998,35.43619444,-82.54180556,1738,45,0.025238362,326,0.187571922,0.937284235
1998,36.08036111,-115.1523333,117987,1390,0.011643784,54332,0.46049141,11.75629519
1998,36.09774694,-79.9372975,14616,430,0.028579024,5084,0.347837986,6.048782157
1998,36.19837222,-95.88824167,18531,235,0.012522647,5591,0.301710647,7.002158545
1998,37.61900194,-122.3748433,133831,6022,0.043059498,70986,0.530415225,15.51705509
1998,38.85208333,-77.03772222,80328,3573,0.042585905,28346,0.352878199,5.245493477
1998,39.04614278,-84.6621725,78828,1792,0.022227735,33291,0.422324555,6.596640788
1998,39.64256778,-106.9176953,1253,27,0.02109375,384,0.306464485,10.8292099
1998,40.49146583,-80.23287083,107506,2666,0.024198526,48380,0.450021394,7.689589418
1998,40.69249722,-74.16866056,116028,4185,0.034813207,52421,0.451796118,11.16785603
1998,40.91631194,-81.44246556,1045,30,0.027906977,185,0.177033493,0.955980861
1998,40.97846583,-85.19514639,1358,68,0.047685835,337,0.248159057,3.968335788
1998,41.06695778,-73.70757444,4219,449,0.096186804,1261,0.298885992,5.262147428
1998,41.7859825,-87.75242444,44968,1025,0.022286,18124,0.403042163,10.5389388
1998,41.979595,-87.90446417,285395,9501,0.032218138,146306,0.51264388,11.21973055
1998,42.21205889,-83.34883583,142396,11017,0.071812689,77630,0.545169808,14.08623838
1998,42.37422778,-122.8734978,1337,22,0.016188374,732,0.54749439,23.32834705
1998,42.93451639,-71.43705583,9237,227,0.02398563,3293,0.356501028,6.539677384
1998,42.94052472,-78.73216667,17484,584,0.032322338,6109,0.34940517,6.5306566
1998,43.51455556,-112.0701667,783,34,0.041615667,214,0.273307791,2.277139208
1998,44.88054694,-93.2169225,127058,9635,0.070486418,59531,0.468534055,11.76377717
1998,45.58872222,-122.5975,54572,1169,0.020971995,20923,0.383401744,8.342098512
1998,64.51220222,-165.4452458,896,38,0.040685225,344,0.383928571,9.436383929
2006,17.70188889,-64.79855556,384,5,0.01285347,154,0.401041667,5.473958333
2006,25.79325,-80.29055556,65405,748,0.011307121,25938,0.396575185,10.97489489
2006,26.22850611,-97.65439389,5769,85,0.014519986,1749,0.303172127,6.994799792
2006,27.39533333,-82.55411111,7429,64,0.008541305,2146,0.28886795,6.63144434
2006,27.77036083,-97.50121528,9008,207,0.022463375,2691,0.298734458,7.843028419
2006,30.1260975,-93.22340361,1348,51,0.03645461,312,0.231454006,4.246290801
2006,30.21208333,-85.68280556,2510,67,0.025999224,1123,0.447410359,18.37011952
2006,31.32737167,-92.54855611,2734,75,0.026699893,842,0.307973665,7.863204097
2006,31.35775,-100.4963056,1747,39,0.021836506,493,0.282198054,5.983400114
2006,31.535515,-84.19447333,1318,51,0.03725347,491,0.372534143,13.51896813
2006,32.38486111,-94.71171,1066,29,0.026484018,176,0.165103189,3.915572233
2006,32.65658333,-114.6059722,3258,91,0.02717229,1333,0.409146716,9.44106814
2006,32.89595056,-97.0372,295661,5502,0.018269176,127397,0.430888754,10.79025641
2006,32.89864639,-80.04050583,11902,428,0.034712084,3857,0.324063183,9.95034448
2006,33.45033444,-88.59136861,815,23,0.027446301,336,0.412269939,11.65030675
2006,33.82921556,-116.5062531,13012,142,0.010795195,4237,0.325622502,7.086228097
2006,34.56771444,-98.41663667,2097,63,0.029166667,356,0.169766333,3.59847401
2006,35.65884306,-117.8295122,960,42,0.041916168,205,0.213541667,0.153125
2006,36.89461111,-76.20122222,19757,405,0.020087293,7419,0.375512477,11.19501949
